sz,om,yr,mo,dy,date1,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
1.75,1001,2005,6,23,06/23/2005,16:22:00,3,MN,27,32,2,0,0,0,0,47.83,-96.92,47.82,-96.88,2,200,1,1,1,119,0,0,0
1.75,1003,2005,6,23,06/23/2005,16:44:00,3,MN,27,34,0,0,0,0,0,47.73,-96.28,47.73,-96.28,0.2,50,1,1,1,119,0,0,0
1.75,1004,2005,6,23,06/23/2005,16:48:00,3,MN,27,35,1,0,0,0,0,47.9,-96.53,47.97,-96.47,5,100,1,1,1,119,125,0,0
1,1015,2005,6,26,06/26/2005,14:35:00,3,MN,27,41,1,0,0,0,0,46.93,-95.18,46.95,-95.13,2.5,100,1,1,1,5,57,0,0
1.75,187,2005,6,26,06/26/2005,17:13:00,3,SD,46,14,0,0,0,0,0,45.52,-99.03,45.52,-99.03,0,10,1,1,1,45,0,0,0
1.75,161,2005,6,26,06/26/2005,18:49:00,3,ND,38,39,1,0,0,0,0,46.33,-102.32,46.38,-102.27,4,70,1,1,1,41,0,0,0
1.75,128,2005,6,27,06/27/2005,17:10:00,3,NE,31,34,0,0,0,0.01,0,41.38,-103.42,41.15,-103.22,17,250,1,1,1,33,0,0,0
1.75,129,2005,6,27,06/27/2005,19:09:00,3,NE,31,35,0,0,0,0,0,41.05,-103.13,41.05,-103.13,0.1,50,1,1,1,33,0,0,0
1.75,238,2005,6,27,06/27/2005,19:09:00,3,CO,8,26,0,0,0,0,0,40.85,-103.07,40.85,-103.07,0.1,100,1,1,1,75,0,0,0
1.75,225,2005,6,28,06/28/2005,13:30:00,3,MT,30,8,0,0,0,0,0,47,-108.45,47,-108.45,2,10,1,1,1,69,0,0,0
1.5,1009,2005,6,29,06/29/2005,14:25:00,3,ND,38,42,2,0,0,0,0,45.95,-97.62,46.03,-97.5,8,200,1,1,1,81,0,0,0
1.75,1011,2005,6,29,06/29/2005,16:05:00,3,MN,27,42,1,0,0,0,0,46.77,-96.18,46.77,-96.17,1,100,1,1,1,27,0,0,0
1.75,1012,2005,6,29,06/29/2005,16:09:00,3,MN,27,43,1,0,0,0,0,46.78,-96.15,46.83,-96.13,3,100,1,1,1,5,0,0,0
2,222,2005,6,29,06/29/2005,16:51:00,3,MN,27,45,0,0,0,0,0,44.42,-95.73,44.45,-95.67,3,100,1,1,1,83,0,0,0
1.75,935,2005,6,29,06/29/2005,18:51:00,3,MN,27,48,0,0,0,0,0,44.08,-94.47,44.08,-94.43,0.5,50,1,1,1,165,0,0,0
1.75,937,2005,6,29,06/29/2005,20:00:00,3,MN,27,50,0,0,0,0,0,44.35,-93.95,44.35,-93.95,0.1,20,1,1,1,103,0,0,0
1.75,239,2005,6,29,06/29/2005,22:51:00,3,IA,19,27,0,0,0,0,0,42.18,-91.53,42.18,-91.52,0.7,20,1,1,1,113,0,0,0
2.75,867,2005,6,30,06/30/2005,18:26:00,3,KS,20,95,0,0,0,0,0,37.87,-95.77,37.85,-95.73,1,110,1,1,1,207,0,0,0
2.75,865,2005,6,30,06/30/2005,19:04:00,3,KS,20,96,0,0,0,0,0,37.68,-95.47,37.68,-95.47,0.5,55,1,1,1,133,0,0,0
1.75,874,2005,6,30,06/30/2005,20:45:00,3,KS,20,99,0,0,0,0,0,37.13,-94.85,37.08,-94.62,6,25,1,1,1,21,0,0,0
1.75,875,2005,6,30,06/30/2005,21:13:00,3,MO,29,18,0,0,0,0,0,37.05,-94.57,37.03,-94.55,2,25,1,1,1,145,0,0,0
1.75,876,2005,6,30,06/30/2005,21:25:00,3,MO,29,19,0,0,0,0,0,37.03,-94.53,36.98,-94.52,2,25,1,1,1,145,0,0,0
1.75,1048,2005,7,2,07/02/2005,18:45:00,3,MN,27,51,2,0,0,0,0,48.85,-97.12,48.87,-97.03,4,200,1,1,1,69,0,0,0
1.75,1049,2005,7,2,07/02/2005,19:06:00,3,MN,27,52,2,0,0,0,0,48.92,-97.07,48.9,-97.05,1.5,200,1,1,1,69,0,0,0
1.75,1050,2005,7,2,07/02/2005,19:28:00,3,MN,27,53,1,0,0,0.25,0,48.92,-97.12,48.93,-97.08,2,100,1,1,1,69,0,0,0
1.75,1051,2005,7,2,07/02/2005,19:48:00,3,MN,27,54,1,0,0,0.05,0,48.85,-97.07,48.88,-97.12,3,100,1,1,1,69,0,0,0
1.75,1052,2005,7,2,07/02/2005,19:50:00,3,MN,27,55,2,0,0,0,0,48.88,-97.08,48.92,-97.08,1.5,200,1,1,1,69,0,0,0
1.75,1053,2005,7,2,07/02/2005,20:09:00,3,MN,27,56,2,0,0,0,0,48.93,-97,48.95,-96.97,2,200,1,1,1,69,0,0,0
2.75,302,2005,7,3,07/03/2005,11:40:00,3,SC,45,8,1,0,0,0.01,0,34.38,-82.45,34.37,-82.43,0.7,50,1,1,1,1,0,0,0
2.75,291,2005,7,3,07/03/2005,12:30:00,3,KS,20,100,0,0,0,0,0,38.62,-99.05,38.62,-99.05,0.1,20,1,1,1,165,0,0,0
2,929,2005,7,3,07/03/2005,16:04:00,3,KS,20,101,0,0,0,0,0,37.95,-98.12,37.95,-98.12,0.5,75,1,1,1,155,0,0,0
2,930,2005,7,3,07/03/2005,16:07:00,3,KS,20,102,0,0,0,0,0,37.9,-98.2,37.88,-98.2,1,100,1,1,1,155,0,0,0
2,926,2005,7,3,07/03/2005,16:42:00,3,KS,20,103,0,0,0,0,0,37.82,-98,37.82,-98,0.2,55,1,1,1,155,0,0,0
2,928,2005,7,3,07/03/2005,16:45:00,3,KS,20,104,1,0,0,0.06,0,37.75,-97.9,37.73,-97.88,1,110,1,1,1,155,0,0,0
1.75,927,2005,7,3,07/03/2005,17:31:00,3,KS,20,105,0,0,0,0,0,37.77,-97.57,37.77,-97.57,0.5,55,1,1,1,173,0,0,0
4.25,250,2005,7,5,07/05/2005,16:58:00,3,NE,31,36,0,0,0,0,0,42.35,-103.15,42.35,-103.15,0.1,40,1,1,1,13,0,0,0
2,256,2005,7,6,07/06/2005,19:52:00,3,TX,48,85,0,0,0,0,0,35.72,-102.33,35.72,-102.33,0.1,25,1,1,1,205,0,0,0
1,1058,2005,7,10,07/10/2005,18:20:00,3,ND,38,46,0,0,0,0,0,48.02,-99.57,48.02,-99.57,0.3,25,1,1,1,5,0,0,0
1.75,255,2005,7,10,07/10/2005,19:57:00,3,ND,38,47,0,0,0,0,0,47.88,-99.95,47.88,-99.95,0,30,1,1,1,69,0,0,0
2,1061,2005,7,10,07/10/2005,22:10:00,3,ND,38,50,1,0,0,0,0,48.97,-98.8,48.98,-98.7,4,100,1,1,1,19,0,0,0
1,251,2005,7,13,07/13/2005,15:19:00,3,SC,45,14,0,0,0,0,0,32.23,-80.93,32.23,-80.93,0.1,20,1,1,1,13,0,0,0
1,283,2005,7,15,07/15/2005,17:51:00,3,FL,12,30,0,0,0,0,0,26.93,-82.07,26.93,-82.07,0.2,40,1,1,1,15,0,0,0
0.75,249,2005,7,23,07/23/2005,15:06:00,3,CA,6,28,0,0,0,0.002,0,33.73,-116.95,33.72,-117,2,50,1,1,1,65,0,0,0
2,231,2005,7,24,07/24/2005,18:05:00,3,IA,19,29,0,0,0,0.001,0,42.17,-95.22,42.17,-95.22,0.5,50,1,1,1,47,0,0,0
1.75,270,2005,7,25,07/25/2005,15:07:00,3,WI,55,34,1,0,0,0.3,0,42.82,-88.92,42.82,-88.88,2,50,1,1,1,105,0,0,0
0.88,252,2005,7,31,07/31/2005,17:15:00,3,AZ,4,5,0,0,0,0,0,32.07,-110.8,32.07,-110.8,0.5,2,1,1,1,19,0,0,0
2.75,1088,2005,8,11,08/11/2005,20:27:00,3,MT,30,10,0,0,0,0,0,45.87,-109.05,45.83,-108.83,9,50,1,1,1,95,111,0,0
1,325,2005,8,12,08/12/2005,14:22:00,3,PA,42,4,1,0,0,0.01,0,41.45,-76.72,41.45,-76.72,0.7,30,1,1,1,113,0,0,0
1.75,341,2005,8,17,08/17/2005,16:47:00,3,SD,46,19,0,0,0,0,0,44.83,-99.17,44.83,-99.17,0,10,1,1,1,59,0,0,0
1,354,2005,8,17,08/17/2005,17:48:00,3,KS,20,106,0,0,0,0,0,37.7,-98.48,37.7,-98.48,0.1,20,1,1,1,151,0,0,0
0.88,1095,2005,8,18,08/18/2005,13:18:00,3,WI,55,35,0,0,0,0.002,0,44.07,-91.55,44.07,-91.55,0.1,25,1,1,1,121,0,0,0
1.75,1136,2005,8,18,08/18/2005,16:30:00,3,WI,55,42,1,0,0,0.002,0,43.17,-90.08,43.18,-90.05,1.9,75,1,1,1,111,0,0,0
1.75,1137,2005,8,18,08/18/2005,16:33:00,3,WI,55,43,2,0,0,0.61,0,43.37,-89.9,43.32,-89.53,14.5,200,1,1,1,111,21,0,0
1.75,1143,2005,8,18,08/18/2005,18:10:00,3,WI,55,51,1,0,0,0.07,0,42.95,-89.05,42.95,-89.02,1.6,100,1,1,1,25,0,0,0
1.75,1144,2005,8,18,08/18/2005,18:15:00,3,WI,55,52,0,0,0,0.05,0,42.93,-88.97,42.93,-88.95,0.5,50,1,1,1,55,0,0,0
1.75,1145,2005,8,18,08/18/2005,18:20:00,3,WI,55,53,1,0,0,0.03,0,42.93,-88.95,42.93,-88.95,0.7,50,1,1,1,55,0,0,0
1.75,1146,2005,8,18,08/18/2005,18:27:00,3,WI,55,54,1,0,0,0.03,0,42.93,-88.93,42.92,-88.9,1.2,50,1,1,1,55,0,0,0
2,1102,2005,8,25,08/25/2005,16:49:00,3,MN,27,63,1,0,0,0,0,46.43,-96.28,46.43,-96.28,0.3,50,1,1,1,167,0,0,0
2,1103,2005,8,25,08/25/2005,17:15:00,3,MN,27,64,1,0,0,0,0,46.45,-96,46.45,-95.97,1,50,1,1,1,111,0,0,0
1.75,357,2005,8,28,08/28/2005,16:27:00,3,TX,48,98,0,0,0,0,0,31.88,-105.48,31.88,-105.48,0.2,10,1,1,1,229,0,0,0
2.5,331,2005,9,6,09/06/2005,18:53:00,3,NE,31,37,0,0,0,0,0,42.18,-99.85,42.18,-99.85,0.2,20,1,1,1,17,0,0,0
1,376,2005,9,8,09/08/2005,11:30:00,3,IA,19,33,1,8,0,0.15,0,42.03,-93.62,42.03,-93.62,0.7,75,1,1,1,169,0,0,0
0.75,408,2005,9,10,09/10/2005,19:09:00,3,FL,12,41,0,0,0,0,0,25.77,-80.2,25.77,-80.2,3,50,1,1,1,86,0,0,0
2.75,1104,2005,9,12,09/12/2005,17:57:00,3,NE,31,38,0,0,0,0,0,41.63,-98.98,41.63,-98.98,0.2,15,1,1,1,175,0,0,0
2.75,1105,2005,9,12,09/12/2005,18:06:00,3,NE,31,39,0,0,0,0,0,41.67,-98.93,41.67,-98.93,0.4,50,1,1,1,175,0,0,0
2.75,1167,2005,9,12,09/12/2005,18:40:00,3,MN,27,66,1,0,0,0,0,44.9,-95.67,44.92,-95.62,1,20,1,1,1,173,0,0,0
2,1168,2005,9,12,09/12/2005,18:43:00,3,MN,27,67,1,0,0,0,0,44.9,-95.65,44.9,-95.63,1,20,1,1,1,23,0,0,0
1.75,405,2005,9,13,09/13/2005,16:06:00,3,KS,20,113,0,0,0,0,0,37.55,-94.85,37.55,-94.73,6,20,1,1,1,37,0,0,0
1.75,1158,2005,9,13,09/13/2005,17:22:00,3,KS,20,114,0,0,0,0,0,37.48,-95.48,37.48,-95.48,0.5,55,1,1,1,133,0,0,0
1.75,332,2005,9,18,09/18/2005,17:30:00,3,NE,31,40,0,0,0,0,0,42.18,-98.35,42.18,-98.35,0.1,20,1,1,1,89,0,0,0
1,407,2005,9,28,09/28/2005,14:15:00,3,MO,29,23,0,0,0,0,0,37.4,-94.1,37.4,-94.1,0.4,25,1,1,1,11,0,0,0
2.25,1196,2005,10,19,10/19/2005,15:36:00,3,KS,20,116,0,0,0,0,0,37.38,-100.45,37.38,-100.45,0.3,30,1,1,1,119,0,0,0
2.25,1197,2005,10,19,10/19/2005,15:42:00,3,KS,20,117,0,0,0,0,0,37.52,-100.3,37.52,-100.3,0.2,30,1,1,1,69,0,0,0
2,1195,2005,10,19,10/19/2005,16:47:00,3,OK,40,27,1,0,0,0.04,0,36.67,-99.42,36.72,-99.2,13,400,1,1,1,59,153,0,0
1,557,2005,11,5,11/05/2005,21:59:00,3,AR,5,23,1,1,0,0,0,36.47,-91.78,36.47,-91.67,5.4,250,1,1,1,49,0,0,0
2.75,1210,2005,11,12,11/12/2005,15:50:00,3,IA,19,34,1,0,0,0.01,0,41.92,-94.55,41.92,-94.55,1,45,1,1,1,73,0,0,0
2.5,1201,2005,11,12,11/12/2005,16:26:00,3,IA,19,36,2,2,0,3.25,0,41.7599,-94.0454,41.8691,-93.9065,14,100,1,1,1,49,15,0,0
1.25,1203,2005,11,12,11/12/2005,16:48:00,3,IA,19,39,1,0,0,0.2,0,41.93,-93.92,42.02,-93.78,6,75,1,1,1,15,0,0,0
1,541,2005,11,15,11/15/2005,12:44:00,3,MO,29,29,0,0,0,0,0,36.8,-89.4,36.8,-89.38,0.2,50,1,1,1,133,0,0,0
1.75,537,2005,11,15,11/15/2005,13:10:00,3,IL,17,17,0,0,0,0,0,37.98,-88.32,37.98,-88.32,0.2,50,1,1,1,193,0,0,0
1.75,544,2005,11,15,11/15/2005,13:30:00,3,KY,21,11,0,0,0,0,0,37.15,-88.83,37.15,-88.83,0.2,50,1,1,1,145,0,0,0
1.75,539,2005,11,15,11/15/2005,13:34:00,3,IL,17,18,0,0,0,0,0,37.17,-88.78,37.17,-88.77,0.1,50,1,1,1,127,0,0,0
1.75,596,2005,11,15,11/15/2005,14:20:00,3,AR,5,27,0,0,0,0,0,34.13,-92.05,34.15,-92.05,0.7,20,1,1,1,69,0,0,0
1.75,1233,2005,11,15,11/15/2005,14:40:00,3,IN,18,13,3,31,0,12.1,0,38.68,-87.13,38.82,-86.88,12,440,1,1,1,27,101,0,0
1,1214,2005,11,15,11/15/2005,15:35:00,3,TN,47,5,1,0,0,0.05,0,36.12,-88.18,36.12,-88.13,1,100,1,1,1,5,0,0,0
2,1215,2005,11,15,11/15/2005,15:38:00,3,TN,47,6,2,0,0,0.4,0,36.13,-88.1,36.15,-88.05,1.2,150,1,1,1,5,0,0,0
2,1216,2005,11,15,11/15/2005,16:50:00,3,TN,47,14,0,0,0,0.001,0,35.92,-88.12,35.92,-88.12,0.1,10,1,1,1,5,0,0,0
2,526,2005,11,15,11/15/2005,16:55:00,3,TN,47,15,1,0,0,0.2,0,35.98,-88,36,-87.95,2,100,1,1,1,85,0,0,0
1,505,2005,11,15,11/15/2005,20:30:00,3,AL,1,75,0,0,0,0.04,0,34.1,-87.05,34.12,-87.03,0.3,25,1,1,1,43,0,0,0
1,498,2005,11,27,11/27/2005,13:48:00,3,KS,20,118,0,0,0,0,0,38.37,-96.98,38.37,-96.98,0.1,50,1,1,1,115,0,0,0
1,499,2005,11,27,11/27/2005,13:48:00,3,KS,20,119,0,0,0,0,0,38.38,-97.05,38.58,-96.98,13,50,1,1,1,115,0,0,0
1,500,2005,11,27,11/27/2005,13:50:00,3,KS,20,120,0,0,0,0.001,0,38.43,-96.92,38.45,-96.88,2,50,1,1,1,115,0,0,0
1,1241,2005,11,27,11/27/2005,14:12:00,3,KS,20,123,1,0,0,0.25,0,38.63,-96.82,38.9,-96.83,20,400,1,1,1,127,61,0,0
1.75,1244,2005,11,27,11/27/2005,14:32:00,3,KS,20,125,0,0,0,0,0,38.58,-96.67,38.65,-96.7,6,100,1,1,1,127,0,0,0
1.75,1245,2005,11,27,11/27/2005,14:35:00,3,KS,20,126,0,0,0,0.02,0,38.27,-95.98,38.3,-95.98,1,100,1,1,1,111,0,0,0
1.75,502,2005,11,27,11/27/2005,14:48:00,3,KS,20,127,0,0,0,0,0,37.28,-95.53,37.28,-95.53,0.1,50,1,1,1,125,0,0,0
1.75,1246,2005,11,27,11/27/2005,14:58:00,3,KS,20,128,0,0,0,0,0,38.82,-96.65,38.82,-96.65,0.3,100,1,1,1,127,0,0,0
1,559,2005,11,27,11/27/2005,15:57:00,3,AR,5,31,0,0,0,0,0,35,-93.43,35.03,-93.4,2.7,40,1,1,1,149,0,0,0
2.5,560,2005,11,27,11/27/2005,17:10:00,3,AR,5,36,1,0,0,0,0,34.57,-93.27,34.57,-93.25,1.2,50,1,1,1,51,0,0,0
2.5,567,2005,11,27,11/27/2005,17:30:00,3,AR,5,41,1,0,0,0,0,34.73,-93.12,34.77,-93.07,2.1,100,1,1,1,51,0,0,0
2.5,568,2005,11,27,11/27/2005,17:32:00,3,AR,5,42,1,0,0,0,0,34.77,-93.08,34.85,-93,6.1,100,1,1,1,125,0,0,0
2.5,569,2005,11,27,11/27/2005,17:41:00,3,AR,5,44,3,0,0,4,0,34.82,-92.93,35.08,-92.77,19,800,1,1,1,105,0,0,0
2.5,550,2005,11,27,11/27/2005,17:44:00,3,MO,29,33,1,0,0,1.2,0,39.32,-94.25,39.45,-94.18,11,75,1,1,1,47,0,0,0
2.5,573,2005,11,27,11/27/2005,17:45:00,3,AR,5,46,2,0,0,0,0,35.2,-92.87,35.33,-92.7,11.8,250,1,1,1,29,0,0,0
2.5,551,2005,11,27,11/27/2005,17:59:00,3,MO,29,34,1,0,0,0.03,0,39.43,-94.2,39.47,-94.2,2,75,1,1,1,177,0,0,0
2.5,570,2005,11,27,11/27/2005,18:00:00,3,AR,5,47,3,0,0,0,0,35.07,-92.77,35.08,-92.75,2,150,1,1,1,29,0,0,0
2.5,583,2005,11,27,11/27/2005,18:09:00,3,AR,5,48,3,8,1,0,0,35.12,-92.72,35.27,-92.55,15,700,1,1,1,29,0,0,0
2.5,576,2005,11,27,11/27/2005,18:27:00,3,AR,5,52,2,0,0,0,0,35.28,-92.57,35.33,-92.48,6.1,600,1,1,1,29,0,0,0
1.25,587,2005,11,27,11/27/2005,19:11:00,3,AR,5,59,0,0,0,0,0,35.27,-92.35,35.3,-92.3,4,40,1,1,1,45,0,0,0
0.75,516,2005,11,28,11/28/2005,01:56:00,3,MS,28,105,0,0,0,0.05,0,33.02,-91.02,33.02,-91.02,1,30,1,1,1,151,0,0,0
1,602,2005,12,3,12/03/2005,22:18:00,3,AR,5,68,1,0,0,0,0,33.58,-92.5,33.57,-92.45,2.7,40,1,1,1,13,0,0,0
1.75,603,2005,12,3,12/03/2005,23:03:00,3,AR,5,69,0,0,0,0,0,33.7,-91.73,33.68,-91.67,2.7,30,1,1,1,43,0,0,0
1.25,601,2005,12,4,12/04/2005,16:19:00,3,GA,13,38,0,0,0,0.15,0,33.55,-84.27,33.55,-84.25,1,100,1,1,1,151,0,0,0
2.75,1260,2005,12,28,12/28/2005,14:59:00,3,GA,13,43,0,0,0,0.1,0,32.13,-83.5,32.13,-83.5,0.5,200,1,1,1,235,0,0,0
2.75,1262,2005,12,28,12/28/2005,15:04:00,3,GA,13,44,1,0,0,0.5,0,32.63,-82.85,32.67,-82.75,4,300,1,1,1,175,167,0,0
2.75,1263,2005,12,28,12/28/2005,15:41:00,3,GA,13,46,0,0,0,0.001,0,32.27,-83.02,32.28,-82.98,0.5,50,1,1,1,175,0,0,0
2.75,1212,2005,12,28,12/28/2005,16:05:00,3,GA,13,49,1,0,0,0.01,0,32.88,-82.23,32.88,-82.15,4,0,1,1,1,33,0,0,0
2.75,1265,2005,12,28,12/28/2005,16:20:00,3,GA,13,50,0,0,0,0,0,31.13,-84.15,31.13,-84.15,0.2,25,1,1,1,205,0,0,0
1.75,605,2005,12,28,12/28/2005,16:50:00,3,GA,13,51,0,0,0,0,0,31.25,-83.8,31.25,-83.8,0.2,25,1,1,1,71,0,0,0
1.75,1213,2005,12,28,12/28/2005,16:54:00,3,GA,13,52,0,0,0,0,0,33.03,-81.75,33.05,-81.7,4,0,1,1,1,33,0,0,0
0.75,4,2006,1,2,01/02/2006,05:25:00,3,MO,29,3,1,0,0,0,0,38.67,-90.42,38.67,-90.42,1,50,1,1,1,189,0,0,0
1.75,7,2006,1,2,01/02/2006,13:43:00,3,KY,21,1,2,0,0,2,0,37.67,-85.97,37.77,-85.9,8.4,150,1,1,1,93,0,0,0
2,8,2006,1,2,01/02/2006,13:50:00,3,KY,21,2,1,0,0,0.5,0,37.45,-85.87,37.5,-85.77,6.4,175,1,1,1,123,0,0,0
2,10,2006,1,2,01/02/2006,14:22:00,3,KY,21,4,1,0,0,0.25,0,38.22,-85.83,38.23,-85.82,1.5,34,1,1,1,111,0,0,0
2,9,2006,1,2,01/02/2006,14:22:00,3,KY,21,3,2,0,0,0.15,0,37.1,-85.28,37.1,-85.27,0.6,200,1,1,1,1,0,0,0
1,11,2006,1,2,01/02/2006,14:57:00,3,KY,21,5,1,0,0,0.07,0,37.22,-85.08,37.22,-85.08,0.5,100,1,1,1,1,0,0,0
2,12,2006,1,2,01/02/2006,15:34:00,3,KY,21,6,2,2,0,0.35,0,37.4,-84.77,37.47,-84.62,8.7,200,1,1,1,137,0,0,0
2,13,2006,1,2,01/02/2006,15:45:00,3,GA,13,1,2,0,0,2.25,0,33.52,-84.67,33.5,-84.55,7,440,1,1,1,121,113,0,0
1.75,15,2006,1,2,01/02/2006,16:44:00,3,GA,13,3,0,0,0,0.002,0,33.15,-84.13,33.15,-84.13,0.2,50,1,1,1,171,0,0,0
1.75,16,2006,1,2,01/02/2006,16:48:00,3,GA,13,4,1,0,0,0.5,0,33.5,-84.15,33.48,-84.13,0.6,300,1,1,1,151,0,0,0
2.75,17,2006,1,2,01/02/2006,17:35:00,3,GA,13,5,1,0,0,0.15,0,33.07,-83.62,33.05,-83.57,3,300,1,1,1,169,0,0,0
0.75,18,2006,1,2,01/02/2006,19:22:00,3,GA,13,6,1,0,0,0.3,0,32.75,-82.52,32.72,-82.27,12,440,1,1,1,167,107,0,0
1.75,22,2006,1,12,01/12/2006,22:29:00,3,AR,5,1,2,0,0,0,0,35.12,-93.35,35.22,-93.1,14.7,75,1,1,1,149,115,0,0
0.75,42,2006,1,14,01/14/2006,16:25:00,3,CA,6,1,0,0,0,0,0,37.53,-120.28,37.53,-120.28,0.1,25,1,1,1,43,0,0,0
1,56,2006,2,16,02/16/2006,16:00:00,3,MO,29,4,0,0,0,0,0,37.32,-91.42,37.32,-91.42,0.2,100,1,1,1,203,0,0,0
0.75,58,2006,2,16,02/16/2006,18:54:00,3,IN,18,1,1,0,0,1.5,0,39.43,-87.37,39.45,-87.3,4.2,100,1,1,1,167,0,0,0
1.75,60,2006,3,9,03/09/2006,00:19:00,3,MO,29,6,0,0,0,0.01,0,38.63,-93.23,38.63,-93.23,1.3,50,1,1,1,159,0,0,0
1,68,2006,3,9,03/09/2006,17:44:00,3,MO,29,7,1,0,0,0.9,0,36.8,-89.97,36.82,-89.97,1.2,175,1,1,1,207,0,0,0
1.75,72,2006,3,11,03/11/2006,16:35:00,3,MO,29,8,0,0,0,0,0,36.63,-93.25,36.72,-93.15,8,20,1,1,1,213,0,0,0
1.75,73,2006,3,11,03/11/2006,17:15:00,3,IL,17,3,0,0,0,0,0,39.53,-90.77,39.53,-90.77,0.1,40,1,1,1,149,0,0,0
1.75,74,2006,3,11,03/11/2006,17:20:00,3,IL,17,4,0,0,0,0,0,39.57,-90.65,39.57,-90.65,0.1,50,1,1,1,149,0,0,0
1.75,75,2006,3,11,03/11/2006,17:50:00,3,MO,29,9,0,0,0,0.01,0,37.02,-92.32,37.02,-92.32,0.1,20,1,1,1,67,0,0,0
4.25,76,2006,3,11,03/11/2006,19:50:00,3,MO,29,10,0,0,0,0,0,37.85,-91.82,37.85,-91.77,3,25,1,1,1,161,0,0,0
4.25,80,2006,3,11,03/11/2006,21:20:00,3,MO,29,14,3,12,2,1,0,37.82,-90,37.78,-90.05,11,400,2,1,2,157,186,0,0
4.25,80,2006,3,11,03/11/2006,21:20:00,3,MO,29,14,3,12,2,2.2,0,37.82,-90,38.18,-89.27,53.5,400,2,0,1,0,0,0,0
4.25,81,2006,3,11,03/11/2006,21:42:00,3,MO,29,15,3,0,0,0,0,38.12,-90.33,38.13,-90.28,3.1,200,2,1,2,99,0,0,0
4.25,81,2006,3,11,03/11/2006,21:42:00,3,MO,29,15,3,0,0,0,0,38.12,-90.33,38.18,-90.25,5.1,200,2,0,1,0,0,0,0
1.75,83,2006,3,11,03/11/2006,23:26:00,3,IL,17,7,1,0,0,0.07,0,38.28,-88.65,38.3,-88.65,1,600,1,1,1,191,0,0,0
2.5,85,2006,3,12,03/12/2006,00:41:00,3,AR,5,8,0,0,0,0,0,36.3,-91.97,36.32,-91.95,1.5,25,1,1,1,49,0,0,0
1.25,86,2006,3,12,03/12/2006,05:31:00,3,IL,17,8,0,0,0,0.05,0,37.3,-88.92,37.3,-88.9,0.9,50,1,1,1,127,0,0,0
2.75,87,2006,3,12,03/12/2006,08:20:00,3,KS,20,4,0,0,0,0.01,0,39,-95.02,39,-95,1,50,1,1,1,103,0,0,0
2.75,88,2006,3,12,03/12/2006,09:12:00,3,MO,29,16,1,0,0,0.04,0,39.2,-94.22,39.27,-93.95,17,150,1,1,1,95,177,0,0
1.75,91,2006,3,12,03/12/2006,10:57:00,3,MO,29,19,0,0,0,0,0,39.5,-92.22,39.5,-92.22,0.1,50,1,1,1,137,0,0,0
1.25,92,2006,3,12,03/12/2006,11:25:00,3,MO,29,20,0,0,0,0,0,39.63,-91.67,39.63,-91.67,0.2,50,1,1,1,173,0,0,0
4.5,93,2006,3,12,03/12/2006,14:20:00,3,KS,20,5,0,0,0,0,0,38.32,-94.65,38.35,-94.6,2,220,2,1,2,107,0,0,0
4.5,93,2006,3,12,03/12/2006,14:20:00,3,KS,20,5,0,0,0,0.4,0,38.32,-94.65,38.42,-94.37,16.4,220,2,0,1,0,0,0,0
4.5,93,2006,3,12,03/12/2006,14:24:00,3,MO,29,21,0,0,0,0.4,0,38.33,-94.62,38.42,-94.37,14.4,220,2,1,2,13,0,0,0
1.75,94,2006,3,12,03/12/2006,15:49:00,3,MO,29,22,0,0,0,0.01,0,38.82,-93.38,39,-92.92,28,150,1,1,1,159,53,0,0
1.75,95,2006,3,12,03/12/2006,15:50:00,3,MO,29,23,1,0,0,0.1,0,38.48,-93.6,38.55,-93.35,13,150,1,1,1,83,15,159,0
1.75,96,2006,3,12,03/12/2006,16:12:00,3,MO,29,24,2,6,1,2.5,0,38.62,-93.28,38.67,-93.12,11.2,500,1,1,1,159,0,0,0
1.75,97,2006,3,12,03/12/2006,16:25:00,3,MO,29,25,1,0,0,0.01,0,38.67,-93.05,38.67,-93.03,1,250,1,1,1,141,0,0,0
1.75,98,2006,3,12,03/12/2006,16:30:00,3,MO,29,26,0,0,0,0,0,38.72,-93.03,38.73,-93.03,1,75,1,1,1,53,0,0,0
1.75,99,2006,3,12,03/12/2006,16:33:00,3,MO,29,27,0,0,0,0,0,39.08,-92.78,39.12,-92.73,3,75,1,1,1,89,0,0,0
2.5,100,2006,3,12,03/12/2006,17:25:00,3,MO,29,28,0,0,0,0,0,39.25,-91.95,39.32,-91.87,6,75,1,1,1,7,0,0,0
1.75,106,2006,3,12,03/12/2006,19:51:00,3,MO,29,31,0,0,0,0,0,38.8,-93.63,38.87,-93.47,8.8,100,1,1,1,101,159,0,0
1.75,107,2006,3,12,03/12/2006,19:52:00,3,MO,29,32,2,13,1,0.58,0,38.25,-94.33,38.55,-93.92,26,450,1,1,1,13,37,83,0
1.75,108,2006,3,12,03/12/2006,19:58:00,3,IL,17,12,1,0,0,0,0,39.62,-90.05,39.67,-89.85,12,440,1,1,1,137,167,0,0
1.75,109,2006,3,12,03/12/2006,20:07:00,3,MO,29,33,2,6,0,3,0,38.93,-93.45,39.13,-93.15,20,150,1,1,1,159,195,0,0
