sz,om,yr,mo,dy,date1,time,tz,st,stf,stn,f,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
4.5,262,1995,5,7,05/07/1995,20:36:00,3,TX,48,76,2,2,0,4,0,30.22,-99.32,0,0,2,400,1,1,1,265,0,0,0
2.5,269,1995,5,8,05/08/1995,19:22:00,3,NE,31,2,2,0,0,5,0,40.37,-95.88,0,0,1.5,400,1,1,1,127,0,0,0
2.5,272,1995,5,8,05/08/1995,19:30:00,3,NE,31,5,0,0,0,0,0,40.4,-95.65,0,0,0.1,10,1,1,1,127,0,0,0
2.5,273,1995,5,8,05/08/1995,19:42:00,3,NE,31,6,1,0,0,5,0,40.47,-95.83,0,0,1,200,1,1,1,127,0,0,0
2.5,274,1995,5,8,05/08/1995,19:45:00,3,NE,31,7,0,0,0,0,0,40.48,-95.8,0,0,0.1,10,1,1,1,127,0,0,0
1,275,1995,5,8,05/08/1995,19:46:00,3,NE,31,8,0,0,0,0,0,40.53,-95.85,0,0,0.1,10,1,1,1,131,0,0,0
1.75,282,1995,5,8,05/08/1995,21:46:00,3,NE,31,13,0,0,0,0,0,40.93,-96.38,0,0,0.1,10,1,1,1,25,0,0,0
1.75,291,1995,5,9,05/09/1995,15:29:00,3,IA,19,6,0,0,0,3,0,41.53,-90.82,0,0,0.2,30,1,1,1,139,0,0,0
1,292,1995,5,9,05/09/1995,15:50:00,3,IA,19,7,0,0,0,3,0,41.58,-90.83,0,0,0.2,23,1,1,1,163,0,0,0
1,293,1995,5,9,05/09/1995,15:55:00,3,IA,19,8,3,0,0,6,0,41.58,-90.87,41.72,-90.88,10,73,1,1,1,139,163,0,0
4.5,300,1995,5,9,05/09/1995,16:40:00,3,IA,19,9,0,0,0,4,0,41.6,-90.28,0,0,0.2,30,1,1,1,163,0,0,0
4.5,301,1995,5,9,05/09/1995,16:40:00,3,IA,19,10,0,0,0,4,0,41.65,-90.35,0,0,0.2,30,1,1,1,163,0,0,0
4.5,305,1995,5,9,05/09/1995,17:00:00,3,IL,17,9,0,0,0,4,0,41.47,-90.15,0,0,0.1,73,1,1,1,73,0,0,0
2.75,308,1995,5,9,05/09/1995,17:25:00,3,IL,17,12,0,0,0,0,0,41.72,-89.55,0,0,0.5,50,1,1,1,103,0,0,0
2.75,310,1995,5,9,05/09/1995,17:45:00,3,IL,17,14,0,0,0,0,0,41.65,-89.7,0,0,1,73,1,1,1,195,0,0,0
1.75,315,1995,5,9,05/09/1995,18:56:00,3,IL,17,18,1,0,0,0,0,39.27,-89.08,0,0,0.1,10,1,1,1,173,0,0,0
1.75,316,1995,5,9,05/09/1995,19:07:00,3,IL,17,19,0,0,0,0,0,40.4,-88.57,0,0,2,220,1,1,1,113,0,0,0
1.75,317,1995,5,9,05/09/1995,19:13:00,3,IL,17,20,1,0,0,5,0,40.45,-88.55,40.5,-88.52,3,220,1,1,1,113,0,0,0
1.75,318,1995,5,9,05/09/1995,19:30:00,3,IL,17,21,0,0,0,0,0,39.27,-88.97,0,0,1,220,1,1,1,173,0,0,0
1.75,320,1995,5,9,05/09/1995,20:00:00,3,IL,17,22,1,0,0,4,0,40.65,-88.13,40.72,-88.07,5,40,1,1,1,53,0,0,0
1.75,337,1995,5,12,05/12/1995,14:12:00,3,KS,20,4,0,0,0,0,0,39.43,-101.07,0,0,0.1,50,1,1,1,193,0,0,0
1.75,338,1995,5,12,05/12/1995,14:15:00,3,KS,20,5,2,1,0,6,0,39.42,-101.05,39.37,-100.7,18,1500,1,1,1,193,179,0,0
2.75,340,1995,5,12,05/12/1995,15:45:00,3,KS,20,6,2,0,0,0,0,39.37,-100.28,0,0,0.8,200,1,1,1,179,0,0,0
2.75,341,1995,5,12,05/12/1995,15:50:00,3,KS,20,7,1,0,0,0,0,39.35,-100.15,0,0,0.2,50,1,1,1,65,0,0,0
1.75,342,1995,5,12,05/12/1995,17:20:00,3,KS,20,8,0,0,0,0,0,39.12,-99.32,0,0,0.1,50,1,1,1,51,0,0,0
4,345,1995,5,12,05/12/1995,18:18:00,3,KS,20,11,1,0,0,0,0,39.05,-98.62,39.05,-98.53,4,50,1,1,1,167,0,0,0
4,346,1995,5,12,05/12/1995,18:30:00,3,KS,20,12,1,0,0,0,0,39.1,-98.38,0,0,1,50,1,1,1,105,0,0,0
2,348,1995,5,12,05/12/1995,20:01:00,3,KS,20,13,0,0,0,0,0,39.02,-97.57,39.03,-97.53,3,80,1,1,1,143,0,0,0
2.75,357,1995,5,13,05/13/1995,18:10:00,3,IL,17,29,0,0,0,0,0,40.62,-89.22,0,0,0.1,10,1,1,1,203,0,0,0
2.75,358,1995,5,13,05/13/1995,18:15:00,3,IL,17,30,0,0,0,5,0,40.57,-89.15,0,0,0.1,10,1,1,1,113,0,0,0
2.75,360,1995,5,13,05/13/1995,18:58:00,3,AR,5,10,0,0,0,0,0,36.32,-94.55,0,0,0.1,10,1,1,1,7,0,0,0
4.5,361,1995,5,13,05/13/1995,19:46:00,3,AR,5,11,0,0,0,0,0,36.33,-94.15,0,0,0.1,30,1,1,1,7,0,0,0
4.5,362,1995,5,13,05/13/1995,20:25:00,3,IL,17,32,0,0,0,3,0,40.97,-87.72,0,0,1,30,1,1,1,75,0,0,0
1.75,363,1995,5,13,05/13/1995,21:57:00,3,AR,5,12,0,0,0,0,0,36.02,-93.92,0,0,0.1,30,1,1,1,87,0,0,0
1.75,377,1995,5,14,05/14/1995,18:33:00,3,TX,48,81,0,0,0,4,0,31.52,-100.08,0,0,0.2,30,1,1,1,95,0,0,0
1.75,378,1995,5,14,05/14/1995,18:44:00,3,TX,48,82,3,0,0,5,0,31.47,-100.15,31.4,-100.12,5,100,1,1,1,451,0,0,0
2.75,379,1995,5,14,05/14/1995,19:10:00,3,TX,48,83,1,0,0,5,0,31.33,-100.18,0,0,0.5,50,1,1,1,451,0,0,0
2.75,380,1995,5,14,05/14/1995,19:14:00,3,TX,48,84,1,0,0,5,0,31.45,-100.3,0,0,0.4,50,1,1,1,451,0,0,0
2.75,381,1995,5,14,05/14/1995,19:22:00,3,TX,48,85,0,0,0,4,0,31.4,-100.08,0,0,0.2,30,1,1,1,95,0,0,0
2.5,395,1995,5,15,05/15/1995,19:52:00,3,TX,48,88,0,0,0,0,0,31.67,-102.65,0,0,0.2,40,1,1,1,103,0,0,0
4.5,401,1995,5,16,05/16/1995,16:16:00,3,KS,20,20,3,0,0,5,0,37.88,-100.9,38.02,-100.87,10,800,1,1,1,55,0,0,0
4.5,402,1995,5,16,05/16/1995,16:40:00,3,KS,20,21,0,0,0,0,0,37.9,-100.7,37.93,-100.65,2,100,1,1,1,55,69,0,0
3,404,1995,5,16,05/16/1995,18:49:00,3,KS,20,23,0,0,0,0,0,38.08,-100.13,0,0,2,100,1,1,1,83,0,0,0
3,405,1995,5,16,05/16/1995,18:50:00,3,KS,20,24,0,0,0,0,0,38.08,-99.98,0,0,0.1,30,1,1,1,83,0,0,0
3,407,1995,5,16,05/16/1995,19:15:00,3,KS,20,26,0,0,0,4,0,38.73,-95.97,0,0,0.5,50,1,1,1,197,0,0,0
2.75,410,1995,5,16,05/16/1995,19:50:00,3,CO,8,7,1,0,0,3,0,38.7,-102.87,0,0,0.2,30,1,1,1,17,0,0,0
2.75,412,1995,5,16,05/16/1995,20:30:00,3,KS,20,30,1,0,0,6,0,38.77,-95.25,38.67,-95.07,10,100,1,1,1,45,0,0,0
2.75,413,1995,5,16,05/16/1995,20:50:00,3,KS,20,31,1,2,0,4,0,38.75,-95.03,0,0,1,60,1,1,1,91,0,0,0
2.75,416,1995,5,16,05/16/1995,21:45:00,3,KS,20,33,0,0,0,0,0,38.6,-101.58,0,0,0.1,20,1,1,1,71,0,0,0
1.75,420,1995,5,17,05/17/1995,00:20:00,3,KS,20,36,0,0,0,0,0,38.23,-100.53,0,0,2,10,1,1,1,55,0,0,0
2.5,422,1995,5,17,05/17/1995,02:21:00,3,KS,20,37,0,0,0,5,0,39.1,-95.87,0,0,0.5,50,1,1,1,177,0,0,0
1.75,428,1995,5,18,05/18/1995,02:30:00,3,TX,48,91,0,0,0,5,0,30.88,-96.25,0,0,1,100,1,1,1,41,0,0,0
1.75,455,1995,5,18,05/18/1995,12:30:00,3,MD,24,1,1,2,0,6,0,38.9,-76.9,0,0,0.3,30,1,1,1,33,0,0,0
2.75,457,1995,5,18,05/18/1995,12:55:00,3,TN,47,18,2,0,0,5,0,36.43,-89.47,36.55,-89.18,24,150,2,0,1,0,0,0,0
2.75,457,1995,5,18,05/18/1995,12:55:00,3,TN,47,18,2,0,0,5,0,36.43,-89.47,36.5,-89.27,15,150,2,1,2,95,131,0,0
2.75,462,1995,5,18,05/18/1995,13:55:00,3,TN,47,21,0,0,0,3,0,35.65,-88.4,0,0,0.5,10,1,1,1,77,0,0,0
3,468,1995,5,18,05/18/1995,15:12:00,3,KY,21,15,1,0,0,4,0,36.83,-87.82,0,0,0.5,50,1,1,1,221,0,0,0
3,469,1995,5,18,05/18/1995,15:15:00,3,KY,21,16,2,0,0,5,0,36.87,-87.75,36.82,-87.53,10,73,1,1,1,221,47,0,0
2.75,473,1995,5,18,05/18/1995,15:45:00,3,AL,1,18,1,0,0,5,0,34.75,-87.58,34.85,-87.5,6.5,150,1,1,1,33,0,0,0
2.75,474,1995,5,18,05/18/1995,15:52:00,3,TN,47,23,4,32,3,6,0,35,-87.48,35.35,-87.17,29,1000,1,1,1,99,55,0,0
2.75,475,1995,5,18,05/18/1995,15:55:00,3,TN,47,24,0,4,0,4,0,35.75,-86.65,35.75,-86.55,8,73,1,1,1,149,0,0,0
2.75,476,1995,5,18,05/18/1995,16:04:00,3,KY,21,18,0,0,0,0,0,36.98,-85.6,0,0,1,200,1,1,1,169,0,0,0
2.75,477,1995,5,18,05/18/1995,16:10:00,3,KY,21,19,2,0,0,5,0,36.98,-85.6,37.02,-85.55,3,200,1,1,1,169,0,0,0
2.75,480,1995,5,18,05/18/1995,16:30:00,3,TN,47,25,0,0,0,3,0,35.85,-85.8,35.82,-85.8,2,23,1,1,1,41,177,0,0
2.75,481,1995,5,18,05/18/1995,16:33:00,3,AL,1,19,4,55,1,6,0,34.83,-87.03,34.8,-86.25,39,1300,1,1,1,83,89,71,0
2.75,482,1995,5,18,05/18/1995,16:44:00,3,MS,28,35,1,0,0,4,0,34.4,-88.55,34.43,-88.52,2,50,1,1,1,81,57,0,0
2.75,484,1995,5,18,05/18/1995,16:47:00,3,TN,47,26,0,1,0,5,0,35.33,-87.2,35.33,-87.13,3,50,1,1,1,55,0,0,0
2.75,487,1995,5,18,05/18/1995,17:00:00,3,TN,47,29,1,1,0,5,0,35.48,-86.47,35.45,-86.18,16,50,1,1,1,3,31,0,0
2.75,490,1995,5,18,05/18/1995,17:21:00,3,TN,47,31,3,20,0,6,0,35.8,-85.2,35.95,-85.03,9,100,1,1,1,35,0,0,0
2.75,496,1995,5,18,05/18/1995,18:03:00,3,AL,1,20,1,0,0,5,0,34.97,-87.47,0,0,1.5,120,1,1,1,77,0,0,0
2.75,503,1995,5,18,05/18/1995,20:00:00,3,TN,47,36,1,0,0,4,0,35.97,-83.93,0,0,2,23,1,1,1,93,0,0,0
1.75,511,1995,5,21,05/21/1995,17:30:00,3,NE,31,18,0,0,0,0,0,40.72,-101.38,0,0,0.5,10,1,1,1,135,0,0,0
1.75,512,1995,5,21,05/21/1995,19:55:00,3,SD,46,1,0,0,0,4,0,45.23,-99.95,0,0,0.1,10,1,1,1,107,0,0,0
2.75,517,1995,5,22,05/22/1995,14:15:00,3,KS,20,40,0,0,0,0,0,38.1,-99.75,0,0,0.2,50,1,1,1,83,0,0,0
5,516,1995,5,22,05/22/1995,15:14:00,3,TX,48,96,1,0,0,0,0,35.92,-101.33,0,0,2,200,1,1,1,233,0,0,0
5,518,1995,5,22,05/22/1995,15:15:00,3,TX,48,97,0,0,0,0,0,35.48,-101.2,0,0,0.5,23,1,1,1,65,0,0,0
2.75,522,1995,5,22,05/22/1995,16:59:00,3,KS,20,44,0,0,0,0,0,37.18,-101.33,0,0,0.2,50,1,1,1,189,0,0,0
2.75,524,1995,5,22,05/22/1995,17:21:00,3,KS,20,46,0,0,0,0,0,37.73,-98.82,0,0,0.5,50,1,1,1,151,0,0,0
2.75,528,1995,5,22,05/22/1995,18:05:00,3,KS,20,50,0,0,0,0,0,37.92,-97.52,0,0,0.1,20,1,1,1,79,0,0,0
2.75,529,1995,5,22,05/22/1995,18:05:00,3,KS,20,51,0,0,0,0,0,37.92,-97.52,0,0,0.1,20,1,1,1,173,0,0,0
2.75,530,1995,5,22,05/22/1995,18:18:00,3,KS,20,52,1,0,0,4,0,37.82,-98.75,0,0,1,50,1,1,1,185,0,0,0
2.75,531,1995,5,22,05/22/1995,18:18:00,3,TX,48,98,0,0,0,0,0,35.45,-100.33,0,0,1,50,1,1,1,483,0,0,0
3,532,1995,5,22,05/22/1995,19:35:00,3,TX,48,99,0,0,0,0,0,35.23,-100.32,0,0,0.3,23,1,1,1,483,0,0,0
3,533,1995,5,22,05/22/1995,20:01:00,3,TX,48,100,0,0,0,0,0,35.22,-100.08,0,0,1,73,1,1,1,483,0,0,0
3,534,1995,5,22,05/22/1995,20:11:00,3,OK,40,38,0,0,0,0,0,35.23,-99.98,0,0,0.1,30,1,1,1,9,0,0,0
1.75,550,1995,5,26,05/26/1995,15:50:00,3,TX,48,106,0,0,0,0,0,30.97,-103.73,0,0,1,50,1,1,1,389,0,0,0
1.75,562,1995,5,27,05/27/1995,18:20:00,3,MO,29,13,0,0,0,3,0,38.97,-94.07,39.03,-93.97,4,30,1,1,1,107,0,0,0
1.75,576,1995,5,27,05/27/1995,19:30:00,3,MO,29,16,1,0,0,5,0,37.2,-93.08,37.18,-93.12,4,400,1,1,1,77,0,0,0
1.75,600,1995,5,30,05/30/1995,18:16:00,3,OK,40,41,0,0,0,0,0,36.68,-101.58,0,0,0.5,50,1,1,1,139,0,0,0
3,606,1995,5,31,05/31/1995,15:50:00,3,TX,48,117,0,0,0,0,0,32.42,-100.4,0,0,0.2,20,1,1,1,353,0,0,0
1.75,612,1995,5,31,05/31/1995,18:11:00,3,TX,48,123,0,0,0,0,0,31.55,-100.08,0,0,0.1,10,1,1,1,95,0,0,0
1.75,621,1995,6,2,06/02/1995,17:20:00,3,NM,35,4,1,0,0,0,0,35.65,-103.05,35.72,-102.9,11,150,2,0,1,0,0,0,0
1.75,621,1995,6,2,06/02/1995,17:20:00,3,NM,35,4,1,0,0,0,0,35.65,-103.05,35.67,-103.02,2,150,2,1,2,37,0,0,0
1.75,621,1995,6,2,06/02/1995,17:25:00,3,TX,48,126,1,0,0,0,0,35.67,-103.02,35.72,-102.9,9,150,2,1,2,205,0,0,0
1.75,628,1995,6,2,06/02/1995,19:02:00,3,TX,48,133,2,3,0,4,0,34.5,-102.32,34.57,-102.28,6,100,1,1,1,69,0,0,0
1.75,629,1995,6,2,06/02/1995,19:02:00,3,TX,48,134,0,0,0,0,0,34.58,-101.77,0,0,0.2,50,1,1,1,437,0,0,0
1.75,630,1995,6,2,06/02/1995,19:18:00,3,TX,48,135,1,0,0,0,0,34.62,-101.87,34.63,-101.63,11,150,1,1,1,437,0,0,0
1.75,634,1995,6,3,06/03/1995,17:25:00,3,CO,8,14,0,0,0,0,0,37.85,-103.62,0,0,0.1,10,1,1,1,89,0,0,0
2.5,645,1995,6,3,06/03/1995,20:25:00,3,OK,40,44,1,0,0,5,0,35.43,-97.92,35.48,-97.85,5,200,1,1,1,17,0,0,0
2.5,646,1995,6,3,06/03/1995,21:15:00,3,TX,48,146,1,1,0,5,0,34.42,-100.22,0,0,0.5,200,1,1,1,75,0,0,0
2,651,1995,6,4,06/04/1995,13:50:00,3,TX,48,148,1,0,0,0,0,34.53,-102.35,0,0,2,50,1,1,1,69,0,0,0
2,653,1995,6,4,06/04/1995,14:00:00,3,TX,48,150,1,0,0,4,0,34.38,-102.35,34.38,-102.3,3,100,1,1,1,69,0,0,0
2,654,1995,6,4,06/04/1995,14:00:00,3,TX,48,151,0,0,0,0,0,34.38,-102.35,0,0,0.1,10,1,1,1,69,0,0,0
2,655,1995,6,4,06/04/1995,14:00:00,3,TX,48,152,0,0,0,0,0,34.38,-102.35,0,0,0.1,10,1,1,1,69,0,0,0
2,656,1995,6,4,06/04/1995,14:00:00,3,TX,48,153,0,0,0,0,0,34.38,-102.35,0,0,0.1,10,1,1,1,69,0,0,0
2,657,1995,6,4,06/04/1995,14:00:00,3,TX,48,154,0,0,0,0,0,34.38,-102.35,0,0,0.1,10,1,1,1,69,0,0,0
2,658,1995,6,4,06/04/1995,14:00:00,3,TX,48,155,0,0,0,0,0,34.38,-102.35,0,0,0.1,10,1,1,1,69,0,0,0
4.5,660,1995,6,4,06/04/1995,16:30:00,3,TX,48,157,0,0,0,0,0,32.92,-102.22,0,0,0.2,40,1,1,1,115,0,0,0
4.5,661,1995,6,4,06/04/1995,18:29:00,3,TX,48,158,1,0,0,0,0,32.68,-102.1,0,0,2,110,1,1,1,115,0,0,0
2,674,1995,6,5,06/05/1995,16:05:00,3,TX,48,162,0,0,0,0,0,33.78,-100.98,0,0,0.2,20,1,1,1,125,0,0,0
2.75,676,1995,6,5,06/05/1995,16:37:00,3,TX,48,163,0,0,0,0,0,33.68,-100.9,0,0,0.2,20,1,1,1,125,0,0,0
2.75,677,1995,6,5,06/05/1995,17:08:00,3,TX,48,164,0,0,0,0,0,33.32,-99.75,0,0,0.1,10,1,1,1,207,0,0,0
1.75,678,1995,6,5,06/05/1995,17:42:00,3,TX,48,165,0,0,0,0,0,33.33,-99.9,0,0,0.1,10,1,1,1,207,0,0,0
1.75,682,1995,6,5,06/05/1995,19:12:00,3,OK,40,49,0,0,0,0,0,36.28,-97.97,0,0,0.1,23,1,1,1,47,0,0,0
1,684,1995,6,6,06/06/1995,13:45:00,3,TN,47,38,0,0,0,4,0,36.08,-88.77,0,0,0.5,10,1,1,1,53,0,0,0
1.75,691,1995,6,6,06/06/1995,18:21:00,3,IA,19,25,1,0,0,5,0,43.2,-93.4,43.15,-93.27,3.5,40,1,1,1,33,0,0,0
2,699,1995,6,7,06/07/1995,19:15:00,3,CO,8,22,0,0,0,0,0,40.1,-104.58,0,0,0.1,10,1,1,1,123,0,0,0
1.75,705,1995,6,7,06/07/1995,21:21:00,3,CO,8,27,0,0,0,0,0,38.2,-103.8,0,0,0.1,10,1,1,1,25,0,0,0
2.75,710,1995,6,7,06/07/1995,22:27:00,3,KS,20,53,1,0,0,5,0,38.65,-96.18,0,0,2,80,1,1,1,111,0,0,0
2.75,720,1995,6,8,06/08/1995,15:27:00,3,TX,48,168,0,0,0,0,0,35.42,-101.03,0,0,0.1,50,1,1,1,179,0,0,0
2.5,721,1995,6,8,06/08/1995,15:31:00,3,TX,48,169,4,7,0,7,0,35.5,-101.02,35.53,-100.97,3,200,1,1,1,179,0,0,0
2.75,728,1995,6,8,06/08/1995,16:19:00,3,TX,48,175,0,0,0,0,0,34.87,-100.98,0,0,2,100,1,1,1,129,0,0,0
1.75,746,1995,6,8,06/08/1995,20:18:00,3,OK,40,54,2,0,0,5,0,35.77,-99.98,35.82,-99.83,5,300,1,1,1,129,0,0,0
2,751,1995,6,9,06/09/1995,13:15:00,3,OK,40,59,0,0,0,0,0,34.88,-99.52,0,0,0.1,20,1,1,1,55,0,0,0
2,752,1995,6,9,06/09/1995,13:36:00,3,OK,40,60,0,0,0,0,0,34.9,-99.38,0,0,0.1,23,1,1,1,55,0,0,0
2,753,1995,6,9,06/09/1995,13:38:00,3,OK,40,61,0,0,0,0,0,34.88,-99.38,0,0,0.1,30,1,1,1,55,0,0,0
2,754,1995,6,9,06/09/1995,13:39:00,3,OK,40,62,0,0,0,0,0,34.85,-99.38,0,0,0.1,50,1,1,1,55,0,0,0
2,756,1995,6,9,06/09/1995,14:00:00,3,OK,40,64,0,0,0,0,0,34.92,-99.27,0,0,0.7,100,1,1,1,75,0,0,0
1.75,758,1995,6,9,06/09/1995,15:20:00,3,OK,40,65,0,0,0,0,0,34.97,-98.88,0,0,0.1,23,1,1,1,75,0,0,0
4.5,759,1995,6,9,06/09/1995,15:53:00,3,TX,48,188,0,0,0,0,0,34.18,-99.53,0,0,0.1,20,1,1,1,197,0,0,0
4.5,760,1995,6,9,06/09/1995,15:59:00,3,TX,48,189,0,0,0,0,0,34.15,-99.5,0,0,0.1,23,1,1,1,197,0,0,0
4.5,761,1995,6,9,06/09/1995,16:00:00,3,TX,48,190,0,0,0,0,0,34.15,-99.5,0,0,0.1,30,1,1,1,197,0,0,0
4.5,762,1995,6,9,06/09/1995,16:05:00,3,TX,48,191,0,0,0,0,0,34.13,-99.5,0,0,0.1,33,1,1,1,197,0,0,0
4.5,763,1995,6,9,06/09/1995,16:08:00,3,TX,48,192,0,0,0,0,0,34.13,-99.5,0,0,0.1,23,1,1,1,197,0,0,0
4.5,764,1995,6,9,06/09/1995,16:16:00,3,TX,48,193,0,0,0,0,0,34.15,-99.45,0,0,0.1,100,1,1,1,487,0,0,0
1.75,765,1995,6,9,06/09/1995,16:58:00,3,OK,40,66,2,0,0,6,0,35.18,-96.68,35.23,-96.65,5.2,300,1,1,1,133,0,0,0
1.25,769,1995,6,9,06/09/1995,19:00:00,3,TX,48,196,0,0,0,0,0,34.17,-98.63,0,0,0.1,23,1,1,1,485,0,0,0
1.25,770,1995,6,9,06/09/1995,19:00:00,3,TX,48,197,0,0,0,0,0,34.03,-98.78,0,0,0.1,23,1,1,1,485,0,0,0
1.25,772,1995,6,9,06/09/1995,19:20:00,3,TX,48,199,0,0,0,3,0,34.07,-98.57,0,0,0.1,23,1,1,1,485,0,0,0
1.25,773,1995,6,9,06/09/1995,19:32:00,3,TX,48,200,0,0,0,0,0,34.1,-98.5,0,0,0.1,23,1,1,1,485,0,0,0
1.75,774,1995,6,9,06/09/1995,21:00:00,3,TX,48,201,0,0,0,0,0,34.1,-98.68,0,0,0.1,23,1,1,1,485,0,0,0
1,775,1995,6,9,06/09/1995,21:15:00,3,TX,48,202,0,0,0,0,0,34.1,-98.63,0,0,0.1,23,1,1,1,485,0,0,0
0.88,776,1995,6,9,06/09/1995,22:40:00,3,OK,40,68,0,0,0,0,0,36.63,-95.7,0,0,0.1,30,1,1,1,105,0,0,0
1,777,1995,6,9,06/09/1995,23:03:00,3,OK,40,69,0,0,0,0,0,36.55,-95.72,0,0,0.1,30,1,1,1,131,0,0,0
1.75,800,1995,6,22,06/22/1995,16:50:00,3,WY,56,6,0,0,0,0,0,44.25,-105.53,44.25,-105.43,7,10,1,1,1,5,0,0,0
2.75,817,1995,6,27,06/27/1995,18:15:00,3,NE,31,23,0,0,0,3,0,41.65,-100.52,41.63,-100.43,3,50,1,1,1,113,0,0,0
1.75,822,1995,6,28,06/28/1995,16:25:00,3,TX,48,205,1,0,0,4,0,30.83,-98.23,0,0,0.1,10,1,1,1,53,0,0,0
2.75,833,1995,7,1,07/01/1995,16:23:00,3,KS,20,57,0,0,0,0,0,38.53,-101.75,0,0,0.1,20,1,1,1,71,0,0,0
2.75,835,1995,7,1,07/01/1995,17:07:00,3,KS,20,59,0,0,0,0,0,38.37,-101.63,0,0,0.1,20,1,1,1,71,0,0,0
1.75,838,1995,7,2,07/02/1995,17:05:00,3,KS,20,60,0,0,0,0,0,37.18,-101.48,0,0,0.1,10,1,1,1,189,0,0,0
2.75,840,1995,7,2,07/02/1995,18:42:00,3,TX,48,207,0,0,0,0,0,34.23,-101.02,0,0,0.1,10,1,1,1,345,0,0,0
2.75,841,1995,7,2,07/02/1995,18:54:00,3,KS,20,61,0,0,0,0,0,37.07,-96.98,0,0,2,50,1,1,1,35,0,0,0
4,842,1995,7,2,07/02/1995,19:44:00,3,TX,48,208,0,0,0,0,0,35.48,-101.38,0,0,0.3,50,1,1,1,65,0,0,0
4.5,843,1995,7,2,07/02/1995,20:15:00,3,TX,48,209,0,0,0,0,0,35.38,-101.33,0,0,0.5,73,1,1,1,65,0,0,0
1.75,850,1995,7,3,07/03/1995,20:40:00,3,SD,46,4,0,0,0,0,0,45.17,-99.03,0,0,0.1,10,1,1,1,49,0,0,0
1.75,858,1995,7,4,07/04/1995,15:05:00,3,KS,20,68,0,0,0,0,0,39.32,-95.77,0,0,0.5,50,1,1,1,85,0,0,0
1.75,860,1995,7,4,07/04/1995,16:02:00,3,OK,40,70,0,0,0,3,0,35.92,-95.97,0,0,0.1,30,1,1,1,143,0,0,0
1.75,864,1995,7,4,07/04/1995,18:42:00,3,TX,48,210,0,0,0,0,0,33.42,-97.67,0,0,0.1,10,1,1,1,337,0,0,0
0.75,866,1995,7,4,07/04/1995,20:12:00,3,AL,1,22,0,0,0,0,0,34.03,-88.17,0,0,0.5,80,1,1,1,75,0,0,0
1.75,915,1995,7,17,07/17/1995,15:39:00,3,CO,8,41,0,0,0,0,0,41,-103.05,0,0,1.5,10,1,1,1,75,0,0,0
3,916,1995,7,17,07/17/1995,16:40:00,3,CO,8,42,0,0,0,0,0,40.58,-102.42,0,0,0.1,10,1,1,1,95,0,0,0
2,917,1995,7,19,07/19/1995,16:20:00,3,IA,19,29,0,0,0,4,0,43.45,-95.22,43.48,-95.17,4,10,1,1,1,59,0,0,0
1.75,923,1995,7,21,07/21/1995,17:31:00,3,MN,27,8,1,0,0,0,0,45.08,-94.05,0,0,2,100,1,1,1,171,0,0,0
1.75,928,1995,7,21,07/21/1995,18:50:00,3,MN,27,13,0,0,0,0,0,44.57,-94.2,0,0,0.1,10,1,1,1,143,0,0,0
1.75,929,1995,7,21,07/21/1995,18:57:00,3,MN,27,14,0,0,0,0,0,44.58,-94.17,0,0,0.1,10,1,1,1,143,0,0,0
1.75,932,1995,7,21,07/21/1995,19:03:00,3,MN,27,17,1,0,0,0,0,44.6,-94.18,0,0,1.5,100,1,1,1,143,0,0,0
2.75,945,1995,7,23,07/23/1995,19:02:00,3,TX,48,212,1,0,0,0,0,35.17,-101.58,35.12,-101.52,4,150,1,1,1,11,0,0,0
3,947,1995,7,23,07/23/1995,20:10:00,3,OK,40,73,0,0,0,0,0,34.43,-98.53,34.47,-98.55,0.4,30,1,1,1,33,31,0,0
3,948,1995,7,23,07/23/1995,20:16:00,3,OK,40,74,0,0,0,0,0,34.3,-98.57,0,0,0.3,30,1,1,1,33,0,0,0
3,949,1995,7,23,07/23/1995,20:17:00,3,OK,40,75,0,0,0,0,0,34.23,-98.3,0,0,0.2,23,1,1,1,33,0,0,0
2.5,951,1995,7,25,07/25/1995,15:15:00,3,MN,27,22,0,0,0,0,0,43.57,-96.22,0,0,0.1,10,1,1,1,133,0,0,0
4,953,1995,7,25,07/25/1995,17:45:00,3,KS,20,70,0,0,0,0,0,37.53,-99.62,0,0,0.2,50,1,1,1,57,0,0,0
4,954,1995,7,25,07/25/1995,18:05:00,3,KS,20,71,2,0,0,5,0,37.47,-99.6,37.53,-99.6,3,200,1,1,1,57,0,0,0
2.75,955,1995,7,25,07/25/1995,19:40:00,3,IL,17,60,0,0,0,2,0,39.47,-90.4,0,0,2.2,123,1,1,1,61,0,0,0
0.75,957,1995,7,27,07/27/1995,08:00:00,3,MN,27,23,1,0,0,3,0,44.15,-94.52,0,0,1,50,1,1,1,15,0,0,0
1.75,958,1995,7,27,07/27/1995,10:50:00,3,MN,27,24,2,0,0,0,0,43.57,-92.73,43.6,-92.68,3.5,40,1,1,1,99,0,0,0
1,960,1995,7,27,07/27/1995,15:30:00,3,IL,17,61,0,0,0,0,0,42.43,-90.43,0,0,0.1,10,1,1,1,85,0,0,0
2.75,962,1995,7,27,07/27/1995,16:18:00,3,IA,19,32,0,0,0,3,0,41.73,-90.98,0,0,0.1,23,1,1,1,31,0,0,0
